/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_03_946.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_03_946.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_03_946.jpg,-0.01886792,0.09652805,0,18.97634
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_013.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_013.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_013.jpg,-0.01886792,0.1294799,0,18.51423
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_081.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_081.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_081.jpg,-0.01886792,0.3101814,0,18.9539
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_148.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_148.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_148.jpg,-0.01886792,0.5510337,0,19.19371
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_217.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_217.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_217.jpg,-0.02830189,0.4188809,0,19.16428
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_284.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_284.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_284.jpg,-0.03773585,0.2657397,0,19.27697
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_351.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_351.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_351.jpg,-0.04716982,0.4499123,0,19.72669
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_418.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_418.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_418.jpg,-0.04716982,0.6256464,0,19.74568
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_487.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_487.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_487.jpg,-0.0754717,0.405977,0,20.09974
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_554.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_554.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_554.jpg,-0.0754717,0.2219782,0,20.455
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_622.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_622.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_622.jpg,-0.0754717,0.04374218,0,20.13774
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_691.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_691.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_691.jpg,-0.0754717,0.1215334,0,19.99059
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_759.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_759.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_759.jpg,-0.0754717,0.3033721,0,20.32438
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_829.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_829.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_829.jpg,-0.08490566,0.3039422,0,20.51498
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_897.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_897.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_897.jpg,-0.09433963,0.1230576,0,20.27463
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_04_966.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_04_966.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_04_966.jpg,-0.09433963,0,0,20.11593
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_05_033.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_05_033.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_05_033.jpg,-0.09433963,0,0,20.31587
/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/center_2020_04_05_17_53_05_101.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/left_2020_04_05_17_53_05_101.jpg,/home/jmtc7/Learning/self-driving-car-nanodegree/part1-CV-DL-and-sensor-fusion/module04-behavior-cloning/CarND-Behavioral-Cloning-P3/data/IMG/right_2020_04_05_17_53_05_101.jpg,-0.09433963,0.1387832,0,19.90639
